,Stations,fuellocation_id,"County, State",station_lat,station_long,group_name,group_lat,group_long,station_group_dist
43,s0044,218170,"Scott, MO",36.8690805271,-89.5798338659,Cape Girardeau,37.252811,-89.521555,31.1320637358224
44,s0045,220552,"Stoddard, MO",36.8006333889,-89.9492883019,Cape Girardeau,37.252811,-89.521555,53.3949236255136
45,s0046,220653,"Wayne, MO",37.1875950312,-90.4671823154,Cape Girardeau,37.252811,-89.521555,67.1469244355
46,s0047,221000,"Stoddard, MO",36.7931389983,-90.0930470065,Cape Girardeau,37.252811,-89.521555,61.229358025607205
47,s0048,221548,"Scott, MO",36.8691563871,-89.6119791353,Cape Girardeau,37.252811,-89.521555,32.312109766549604
48,s0049,221566,"Stoddard, MO",36.664889,-89.968516,Cape Girardeau,37.252811,-89.521555,63.057059249756
49,s0050,221603,"Williamson, IL",37.818868703,-89.0273607292,Cape Girardeau,37.252811,-89.521555,68.8713537675384
50,s0051,221611,"Franklin, IL",37.8824913454,-89.1140013242,Cape Girardeau,37.252811,-89.521555,70.003989176316
51,s0052,221665,"Mississippi, MO",36.911727,-89.349417,Cape Girardeau,37.252811,-89.521555,39.3260235076072
52,s0053,221677,"Jackson, IL",37.9141753035,-89.2355492482,Cape Girardeau,37.252811,-89.521555,67.0221531001464
53,s0054,221713,"Randolph, IL",37.9137191794,-89.8209850789,Cape Girardeau,37.252811,-89.521555,57.4360733098048
54,s0055,221775,"Williamson, IL",37.8222837626,-88.9324624874,Cape Girardeau,37.252811,-89.521555,69.6260090802224
55,s0056,221800,"Jackson, IL",37.7645019959,-89.3495219659,Cape Girardeau,37.252811,-89.521555,54.0349359532736
56,s0057,221806,"Dunklin, MO",36.578032,-89.97059,Cape Girardeau,37.252811,-89.521555,69.049563025404
57,s0058,221813,"Franklin, IL",37.8982102991,-88.9122879426,Cape Girardeau,37.252811,-89.521555,75.929384863228
58,s0059,221821,"New Madrid, MO",36.424868,-89.695791,Cape Girardeau,37.252811,-89.521555,62.503790340399206
59,s0060,221855,"Franklin, IL",37.9957672607,-88.9087250064,Cape Girardeau,37.252811,-89.521555,82.515919498428
60,s0061,221892,"Wayne, MO",37.144447,-90.700027,Cape Girardeau,37.252811,-89.521555,82.37617311734721
61,s0062,221901,"Cape Girardeau, MO",37.394002,-89.678118,Cape Girardeau,37.252811,-89.521555,16.5301514094184
62,s0063,230306,"New Madrid, MO",36.4254336169,-89.6962791599,Cape Girardeau,37.252811,-89.521555,62.5785412947968
63,s0064,237802,"Cape Girardeau, MO",37.3174610216,-89.5550346064,Cape Girardeau,37.252811,-89.521555,8.5331041683784
64,s0065,248229,"Butler, MO",36.740632,-90.39645,Cape Girardeau,37.252811,-89.521555,80.1691869176016
65,s0066,248352,"Franklin, IL",37.8971696518,-88.9535452138,Cape Girardeau,37.252811,-89.521555,74.28747362548721
66,s0067,248356,"Franklin, IL",37.9687465904,-89.0533772903,Cape Girardeau,37.252811,-89.521555,80.1679441752176
67,s0068,248365,"Dunklin, MO",36.558096,-89.970994,Cape Girardeau,37.252811,-89.521555,70.4242846505848
68,s0069,249155,"Perry, IL",38.0752264059,-89.3823105646,Cape Girardeau,37.252811,-89.521555,78.5338000773768
69,s0070,250296,"Bollinger, MO",37.5190501956,-90.013688611,Cape Girardeau,37.252811,-89.521555,37.6952348142032
70,s0071,251671,"Scott, MO",37.218747,-89.521367,Cape Girardeau,37.252811,-89.521555,2.116079594356
71,s0072,252227,"Jackson, IL",37.7279057732,-89.1856419155,Cape Girardeau,37.252811,-89.521555,55.3310541226664
72,s0073,252607,"Scott, MO",37.0894177337,-89.5410018073,Cape Girardeau,37.252811,-89.521555,14.2650048661016
73,s0074,258134,"Alexander, IL",37.1687281779,-89.358060658,Cape Girardeau,37.252811,-89.521555,24.504953561784802
74,s0075,260662,"Madison, MO",37.5596676959,-90.3015057743,Cape Girardeau,37.252811,-89.521555,55.98268609171679
75,s0076,263592,"Jackson, IL",37.7264460732,-89.229066566,Cape Girardeau,37.252811,-89.521555,54.357862561756
76,s0077,266827,"Mississippi, MO",36.783094,-89.391699,Cape Girardeau,37.252811,-89.521555,48.562271316852794
77,s0078,266962,"New Madrid, MO",36.5878278709,-89.5450651645,Cape Girardeau,37.252811,-89.521555,48.6340396895288
78,s0079,270544,"Franklin, IL",37.897632,-88.943256,Cape Girardeau,37.252811,-89.521555,74.271566522972
79,s0080,270888,"Marion, IL",38.623624773,-88.9454058667,Cape Girardeau,37.252811,-89.521555,127.89571398121441
80,s0081,271563,"Scott, MO",37.183146753,-89.6671298146,Cape Girardeau,37.252811,-89.521555,11.4587682887912
81,s0082,279422,"Perry, IL",37.9956796392,-89.2340298961,Cape Girardeau,37.252811,-89.521555,72.6533916647656
82,s0083,281177,"Cape Girardeau, MO",37.440843,-89.636981,Cape Girardeau,37.252811,-89.521555,17.575794851316
83,s0084,291909,"Williamson, IL",37.7385435344,-88.903047495,Cape Girardeau,37.252811,-89.521555,66.343180798648
84,s0085,294138,"Williamson, IL",37.7254743318,-88.9323196359,Cape Girardeau,37.252811,-89.521555,64.3529910077912
85,s0086,296032,"Perry, IL",38.0806186168,-89.391944788,Cape Girardeau,37.252811,-89.521555,79.3656296921072
86,s0087,299602,"Jackson, IL",37.8278173168,-89.1375917206,Cape Girardeau,37.252811,-89.521555,65.2145221654992
87,s0088,302152,"Bollinger, MO",37.3006706615,-89.9807812093,Cape Girardeau,37.252811,-89.521555,35.6255716478896
88,s0089,305166,"Stoddard, MO",36.9462002611,-90.1625342573,Cape Girardeau,37.252811,-89.521555,46.7581200608808
89,s0090,305218,"Butler, MO",36.7911781516,-90.4337906765,Cape Girardeau,37.252811,-89.521555,80.66212068421521
90,s0091,305822,"Williamson, IL",37.7405251782,-88.9649849537,Cape Girardeau,37.252811,-89.521555,63.416087524493605
91,s0092,306765,"Perry, MO",37.7258826039,-89.8750214808,Cape Girardeau,37.252811,-89.521555,42.513595585448
92,s0093,312629,"Scott, MO",37.2143447314,-89.5411913374,Cape Girardeau,37.252811,-89.521555,5.2778647677288
93,s0094,315107,"Union, IL",37.4635630981,-89.2252700615,Cape Girardeau,37.252811,-89.521555,34.856127700836
94,s0095,317798,"Wayne, MO",37.1259865029,-90.450879797,Cape Girardeau,37.252811,-89.521555,61.5459466479312
95,s0096,321274,"Perry, IL",38.0029283858,-89.2357192934,Cape Girardeau,37.252811,-89.521555,73.143777809492
96,s0097,322595,"Marion, IL",38.6163544359,-88.9459087217,Cape Girardeau,37.252811,-89.521555,128.3971605331584
97,s0098,322718,"Butler, MO",36.759258,-90.382999,Cape Girardeau,37.252811,-89.521555,78.1963333830016
98,s0099,331482,"Perry, MO",37.737616,-89.870182,Cape Girardeau,37.252811,-89.521555,43.659404063496
99,s0100,404145,"Jackson, IL",37.892260107,-89.5032374561,Cape Girardeau,37.252811,-89.521555,59.5042451852576
100,s0101,404533,"Cape Girardeau, MO",37.3638024123,-89.6333567818,Cape Girardeau,37.252811,-89.521555,12.7964561909288
101,s0102,405059,"Williamson, IL",37.7457701759,-89.0769529813,Cape Girardeau,37.252811,-89.521555,61.7270763503992
102,s0103,415956,"Butler, MO",36.7653572425,-90.3424883878,Cape Girardeau,37.252811,-89.521555,76.772274885176
103,s0104,418590,"Franklin, IL",38.0905233885,-89.0540684261,Cape Girardeau,37.252811,-89.521555,94.6458308116984
104,s0105,418591,"Union, IL",37.459717,-89.24129,Cape Girardeau,37.252811,-89.521555,33.868582465390396
105,s0106,422433,"Butler, MO",36.7701962045,-90.4670191773,Cape Girardeau,37.252811,-89.521555,83.40280260076959
106,s0107,423075,"Cape Girardeau, MO",37.4319010705,-89.7992811861,Cape Girardeau,37.252811,-89.521555,23.4360708373064
107,s0108,436290,"Stoddard, MO",37.1041130379,-89.9097161214,Cape Girardeau,37.252811,-89.521555,24.7753743045432
108,s0109,440657,"Perry, MO",37.7272801513,-89.855045129,Cape Girardeau,37.252811,-89.521555,44.8012357659152
109,s0110,442813,"Jackson, IL",37.764958,-89.318043,Cape Girardeau,37.252811,-89.521555,55.8987388436776
110,s0111,443167,"Jackson, IL",37.8505204207,-89.3216105785,Cape Girardeau,37.252811,-89.521555,61.348847705828796
111,s0112,444888,"Perry, MO",37.7295447731,-89.8578740573,Cape Girardeau,37.252811,-89.521555,44.5407569622288
112,s0113,445461,"Madison, MO",37.4911416658,-90.3066172543,Cape Girardeau,37.252811,-89.521555,60.594005981787205
113,s0114,451833,"Stoddard, MO",37.1048840394,-89.9043236538,Cape Girardeau,37.252811,-89.521555,24.551867086780803
114,s0115,457396,"Franklin, IL",37.998913,-88.920326,Cape Girardeau,37.252811,-89.521555,81.97016918049441
115,s0116,457398,"Franklin, IL",37.996411,-88.938066,Cape Girardeau,37.252811,-89.521555,81.07806656014
116,s0117,459509,"Cape Girardeau, MO",37.3091598829,-89.5522330816,Cape Girardeau,37.252811,-89.521555,7.9212399556160005
117,s0118,459510,"Cape Girardeau, MO",37.3098571869,-89.5351244467,Cape Girardeau,37.252811,-89.521555,8.6839109566768
118,s0119,459512,"Cape Girardeau, MO",37.3107091178,-89.5663437783,Cape Girardeau,37.252811,-89.521555,8.7173407268064
119,s0120,459514,"Cape Girardeau, MO",37.3117979685,-89.626540099,Cape Girardeau,37.252811,-89.521555,10.130028131818401
120,s0121,459516,"Cape Girardeau, MO",37.318649525,-89.5553621852,Cape Girardeau,37.252811,-89.521555,8.591388786188
121,s0122,459518,"Cape Girardeau, MO",37.3060981583,-89.5456779985,Cape Girardeau,37.252811,-89.521555,8.074345817324799
122,s0123,459540,"Jackson, IL",37.7313322707,-89.1841836735,Cape Girardeau,37.252811,-89.521555,55.9580797925136
123,s0124,459708,"Williamson, IL",37.7461295858,-89.0962676773,Cape Girardeau,37.252811,-89.521555,60.637067005392794
124,s0125,463739,"Stoddard, MO",36.801460845,-89.9676652628,Cape Girardeau,37.252811,-89.521555,54.4346640410872
125,s0126,463999,"Perry, IL",38.0150876428,-89.2434983537,Cape Girardeau,37.252811,-89.521555,74.364772201772
126,s0127,464912,"Williamson, IL",37.784529,-89.0265016948,Cape Girardeau,37.252811,-89.521555,66.4956031520456
127,s0128,466621,"Madison, MO",37.5649129642,-90.2918411661,Cape Girardeau,37.252811,-89.521555,55.258850790156
128,s0129,466622,"Madison, MO",37.567075,-90.28519,Cape Girardeau,37.252811,-89.521555,54.8625402438984
129,s0130,469088,"Williamson, IL",37.7884745164,-89.0282173183,Cape Girardeau,37.252811,-89.521555,66.8553149350944
130,s0131,470620,"Iron, MO",37.6502406542,-90.6658734911,Cape Girardeau,37.252811,-89.521555,80.73096861228879
131,s0132,470740,"Cape Girardeau, MO",37.3767237168,-89.6655354437,Cape Girardeau,37.252811,-89.521555,14.7733486382768
132,s0133,470741,"Cape Girardeau, MO",37.427644783,-89.6430708818,Cape Girardeau,37.252811,-89.521555,16.8555013655496
133,s0134,471291,"Union, IL",37.451464,-89.272637,Cape Girardeau,37.252811,-89.521555,31.9318305970456
134,s0135,475010,"Bollinger, MO",37.30637,-89.975815,Cape Girardeau,37.252811,-89.521555,35.3035770961952
135,s0136,475113,"Williamson, IL",37.7415304092,-88.9444257101,Cape Girardeau,37.252811,-89.521555,63.800219195388
136,s0137,475117,"Williamson, IL",37.7302455871,-88.9624694496,Cape Girardeau,37.252811,-89.521555,62.677774274159205
137,s0138,477716,"Jackson, IL",37.7650721285,-89.3170739916,Cape Girardeau,37.252811,-89.521555,55.9032748533792
138,s0139,477718,"Jackson, IL",37.7641549294,-89.3397598944,Cape Girardeau,37.252811,-89.521555,54.5693151783936
139,s0140,477719,"Jackson, IL",37.7888848152,-89.3244165692,Cape Girardeau,37.252811,-89.521555,57.102086294104794
140,s0141,481834,"Butler, MO",36.7711113119,-90.4013870471,Cape Girardeau,37.252811,-89.521555,80.0846804354896
141,s0142,481835,"Butler, MO",36.7864081322,-90.4295223673,Cape Girardeau,37.252811,-89.521555,81.053522398056
142,s0143,481839,"Butler, MO",36.7678124743,-90.4654190733,Cape Girardeau,37.252811,-89.521555,83.2165776545272
143,s0144,484332,"Marion, IL",38.624456,-88.968096,Cape Girardeau,37.252811,-89.521555,126.428221637068
144,s0145,485842,"Franklin, IL",38.0929590024,-89.0544759888,Cape Girardeau,37.252811,-89.521555,94.6450230291488
145,s0146,486150,"Scott, MO",36.8586318635,-89.5828221209,Cape Girardeau,37.252811,-89.521555,32.3761731364448
146,s0147,486151,"Scott, MO",36.8893354934,-89.5436085024,Cape Girardeau,37.252811,-89.521555,28.2758689146752
147,s0148,486153,"Scott, MO",36.8934009254,-89.5294306838,Cape Girardeau,37.252811,-89.521555,27.7878439804784
148,s0149,488220,"Franklin, IL",37.9178083241,-88.7620774769,Cape Girardeau,37.252811,-89.521555,84.58017673537121
149,s0150,490488,"Franklin, IL",37.8980926675,-88.9423534452,Cape Girardeau,37.252811,-89.521555,74.286168745984
150,s0151,491924,"Franklin, IL",37.898918,-89.057857,Cape Girardeau,37.252811,-89.521555,75.44695226975921
151,s0152,495252,"Cape Girardeau, MO",37.392672453,-89.6661434539,Cape Girardeau,37.252811,-89.521555,16.029139817308803
152,s0153,499479,"Butler, MO",36.7377431693,-90.4009865487,Cape Girardeau,37.252811,-89.521555,81.497802800336
153,s0154,501005,"Marion, IL",38.6243919707,-88.9757430795,Cape Girardeau,37.252811,-89.521555,126.25374060635441
154,s0155,502661,"Sainte Genevieve, MO",38.0065084637,-90.2207274073,Cape Girardeau,37.252811,-89.521555,68.8719130016112
155,s0156,504306,"Scott, MO",37.2406979097,-89.5632231604,Cape Girardeau,37.252811,-89.521555,2.6648746311303997
156,s0157,504763,"Williamson, IL",37.810741,-89.027962,Cape Girardeau,37.252811,-89.521555,68.3456116019872
157,s0158,505187,"Wayne, MO",37.1508397617,-90.6993769364,Cape Girardeau,37.252811,-89.521555,81.9331975945704
158,s0159,505188,"Wayne, MO",37.159152763,-90.691820594,Cape Girardeau,37.252811,-89.521555,81.223156733472
159,s0160,518629,"Perry, MO",37.7119639771,-89.8916199803,Cape Girardeau,37.252811,-89.521555,41.0585306651416
160,s0161,518645,"Randolph, IL",37.9164164373,-89.824065355,Cape Girardeau,37.252811,-89.521555,57.1529765947296
161,s0162,518652,"Marion, IL",38.6273015534,-88.9497384743,Cape Girardeau,37.252811,-89.521555,127.4715660055552
162,s0163,519878,"Mississippi, MO",36.8424580288,-89.356669574,Cape Girardeau,37.252811,-89.521555,43.4672139538104
163,s0164,519882,"Mississippi, MO",36.9206936185,-89.3340906501,Cape Girardeau,37.252811,-89.521555,40.818494973672
164,s0165,519884,"Scott, MO",36.8431077785,-89.6326745086,Cape Girardeau,37.252811,-89.521555,35.039556476714395
165,s0166,519885,"New Madrid, MO",36.5821542295,-89.5534037906,Cape Girardeau,37.252811,-89.521555,49.2491971696088
166,s0167,520073,"Perry, MO",37.8923715128,-89.8424320888,Cape Girardeau,37.252811,-89.521555,54.844893302045605
167,s0168,520497,"Cape Girardeau, MO",37.3049167259,-89.5359141161,Cape Girardeau,37.252811,-89.521555,8.359928017168
168,s0169,520906,"Scott, MO",36.8880733838,-89.5478224754,Cape Girardeau,37.252811,-89.521555,28.524976625548
169,s0170,521054,"Stoddard, MO",36.8034414844,-89.97105789,Cape Girardeau,37.252811,-89.521555,54.2452079646464
170,s0171,521058,"Butler, MO",36.7559029481,-90.4087418318,Cape Girardeau,37.252811,-89.521555,80.073309342676
171,s0172,521060,"Cape Girardeau, MO",37.3607730701,-89.6256820992,Cape Girardeau,37.252811,-89.521555,12.30004274564
172,s0173,521070,"Cape Girardeau, MO",37.4331342097,-89.6373212242,Cape Girardeau,37.252811,-89.521555,17.049928411526402
173,s0174,521080,"Perry, MO",37.742006949,-89.8749252968,Cape Girardeau,37.252811,-89.521555,43.263652751311206
174,s0175,521082,"Wayne, MO",36.9463655585,-90.2748300618,Cape Girardeau,37.252811,-89.521555,53.0089899781624
175,s0176,521438,"Butler, MO",36.7267302201,-90.4089295864,Cape Girardeau,37.252811,-89.521555,81.5448405995704
176,s0177,522317,"Wayne, MO",37.1632220258,-90.6887202571,Cape Girardeau,37.252811,-89.521555,80.8889211692952
177,s0178,522440,"Butler, MO",36.7286271178,-90.4595527314,Cape Girardeau,37.252811,-89.521555,85.4248065966568
178,s0179,524572,"Johnson, IL",37.5537684086,-88.9723106398,Cape Girardeau,37.252811,-89.521555,52.719617414048
179,s0180,543769,"Cape Girardeau, MO",37.3025252875,-89.5829397523,Cape Girardeau,37.252811,-89.521555,7.535368445384
180,s0181,544434,"Jackson, IL",37.7254016355,-89.2119560825,Cape Girardeau,37.252811,-89.521555,54.13764861131121
181,s0182,544440,"Jackson, IL",37.699989,-89.218178,Cape Girardeau,37.252811,-89.521555,51.752142468104
182,s0183,548462,"Cape Girardeau, MO",37.3303318774,-89.5681477219,Cape Girardeau,37.252811,-89.521555,10.109398608244
183,s0184,548464,"Cape Girardeau, MO",37.319046216,-89.5245777619,Cape Girardeau,37.252811,-89.521555,9.8348146784992
184,s0185,548470,"Scott, MO",36.8840436542,-89.5811020764,Cape Girardeau,37.252811,-89.521555,30.7755209458528
185,s0186,549927,"Marion, IL",38.6239937421,-88.9820680065,Cape Girardeau,37.252811,-89.521555,126.62656332155441
186,s0187,551544,"New Madrid, MO",36.5185396842,-89.5978960827,Cape Girardeau,37.252811,-89.521555,53.9212250251376
187,s0188,552691,"Franklin, IL",37.8999047198,-88.9313331518,Cape Girardeau,37.252811,-89.521555,75.0413832927408
188,s0189,552695,"Franklin, IL",37.979270552,-89.0528658878,Cape Girardeau,37.252811,-89.521555,87.5251654998552
189,s0190,552703,"Scott, MO",36.8789063374,-89.578880761,Cape Girardeau,37.252811,-89.521555,30.358456601782397
190,s0191,552716,"Williamson, IL",37.7403236929,-88.9179940922,Cape Girardeau,37.252811,-89.521555,65.2350274148352
191,s0192,552733,"Franklin, IL",38.0089633985,-88.9202934653,Cape Girardeau,37.252811,-89.521555,82.692388916956
192,s0193,552736,"Jackson, IL",37.7641971309,-89.3457593196,Cape Girardeau,37.252811,-89.521555,54.2409205034216
193,s0194,552744,"Randolph, IL",38.0068371662,-89.6581512128,Cape Girardeau,37.252811,-89.521555,70.4864217697848
194,s0195,552756,"Williamson, IL",37.7980517934,-89.0274095535,Cape Girardeau,37.252811,-89.521555,67.43753974199839
195,s0196,552763,"Williamson, IL",37.7226638671,-88.9328670501,Cape Girardeau,37.252811,-89.521555,64.5469830939336
196,s0197,552785,"Butler, MO",36.7634309756,-90.4121145421,Cape Girardeau,37.252811,-89.521555,80.0775968039008
197,s0198,552795,"Cape Girardeau, MO",37.2988818728,-89.5541123708,Cape Girardeau,37.252811,-89.521555,7.2290945848472
198,s0199,552881,"Marion, IL",38.625210421,-88.9680604893,Cape Girardeau,37.252811,-89.521555,126.4217593766712
199,s0200,556530,"Franklin, IL",37.9992192352,-88.9376575884,Cape Girardeau,37.252811,-89.521555,81.2298054052264
200,s0201,557232,"Randolph, IL",38.0068447692,-89.6594705737,Cape Girardeau,37.252811,-89.521555,70.41707674475761
201,s0202,558152,"Jackson, IL",37.699780209,-89.2194002901,Cape Girardeau,37.252811,-89.521555,51.70423474920079
202,s0203,558316,"Perry, MO",37.7447763925,-89.8758155955,Cape Girardeau,37.252811,-89.521555,43.5660119733384
203,s0204,558319,"Mississippi, MO",36.782369892,-89.3942716252,Cape Girardeau,37.252811,-89.521555,48.7305386356464
204,s0205,558324,"Stoddard, MO",37.0954372352,-89.9043257846,Cape Girardeau,37.252811,-89.521555,25.182496709541603
205,s0206,558336,"Dunklin, MO",36.5677817581,-89.9703424954,Cape Girardeau,37.252811,-89.521555,69.78427232282479
206,s0207,559402,"Jackson, IL",37.817926716,-89.228127903,Cape Girardeau,37.252811,-89.521555,59.9913380626664
207,s0208,559440,"Cape Girardeau, MO",37.3028772614,-89.5482958544,Cape Girardeau,37.252811,-89.521555,7.742906423512
208,s0209,559441,"Scott, MO",37.2151064229,-89.5346629434,Cape Girardeau,37.252811,-89.521555,5.6421746975984
209,s0210,559478,"Johnson, IL",37.5537710659,-88.9723335897,Cape Girardeau,37.252811,-89.521555,52.720860156432
210,s0211,559557,"Mississippi, MO",36.9218361554,-89.313912391,Cape Girardeau,37.252811,-89.521555,41.4490624593136
211,s0212,560100,"Cape Girardeau, MO",37.47063861,-89.5706018173,Cape Girardeau,37.252811,-89.521555,21.8468518766472
212,s0213,562236,"New Madrid, MO",36.759944178,-89.5407503311,Cape Girardeau,37.252811,-89.521555,36.877075365696804
213,s0214,562408,"Scott, MO",37.1831512739,-89.6671660514,Cape Girardeau,37.252811,-89.521555,11.4584576031952
214,s0215,562550,"Pulaski, IL",37.0837721045,-89.1643501583,Cape Girardeau,37.252811,-89.521555,38.2878986571328
215,s0216,562766,"Mississippi, MO",36.9031871468,-89.3516171638,Cape Girardeau,37.252811,-89.521555,39.2902946640672
216,s0217,562815,"Cape Girardeau, MO",37.2955200368,-89.5549703357,Cape Girardeau,37.252811,-89.521555,6.9775635263256
217,s0218,563076,"Stoddard, MO",37.1058714672,-89.9051626449,Cape Girardeau,37.252811,-89.521555,24.4811550451312
218,s0219,563859,"Bollinger, MO",37.304766,-89.96209,Cape Girardeau,37.252811,-89.521555,34.1730543494704
219,s0220,564376,"Scott, MO",37.0862654642,-89.5321444,Cape Girardeau,37.252811,-89.521555,14.084558671944801
220,s0221,564437,"Franklin, IL",38.0768591376,-88.9103330565,Cape Girardeau,37.252811,-89.521555,87.56033510932241
221,s0222,567034,"Franklin, IL",37.8951697717,-89.0583185789,Cape Girardeau,37.252811,-89.521555,75.0556126930376
222,s0223,567058,"Jefferson, IL",38.1551477839,-88.9109213724,Cape Girardeau,37.252811,-89.521555,92.4248016230136
223,s0224,567060,"New Madrid, MO",36.7585353759,-89.5412802234,Cape Girardeau,37.252811,-89.521555,36.909635216157604
224,s0225,567246,"Marion, IL",38.6364911511,-88.9444295452,Cape Girardeau,37.252811,-89.521555,128.3472644264408
225,s0226,567356,"Perry, IL",38.082521733,-89.3326617884,Cape Girardeau,37.252811,-89.521555,81.56410310652241
226,s0227,567595,"New Madrid, MO",36.7582180769,-89.5350972725,Cape Girardeau,37.252811,-89.521555,36.7647314541832
227,s0228,567687,"Wayne, MO",36.9065804955,-90.2996033231,Cape Girardeau,37.252811,-89.521555,57.4286168555008
228,s0229,568021,"Reynolds, MO",37.4632846663,-91.2121454583,Cape Girardeau,37.252811,-89.521555,124.3187907144664
229,s0230,568333,"Cape Girardeau, MO",37.2947545539,-89.5278554458,Cape Girardeau,37.252811,-89.521555,8.2540463660512
